[0.007s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.007s][info ][gc,init] Initializing The Z Garbage Collector
[0.007s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.007s][info ][gc,init] NUMA Support: Disabled
[0.007s][info ][gc,init] CPUs: 20 total, 20 available
[0.007s][info ][gc,init] Memory: 31764M
[0.007s][info ][gc,init] Large Page Support: Disabled
[0.008s][info ][gc,init] Address Space Size: unlimited
[0.008s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.008s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.008s][info ][gc,init] Reserved Space Size: 192G
[0.008s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.008s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.008s][info ][gc,init] Min Capacity: 5120M
[0.008s][info ][gc,init] Initial Capacity: 5120M
[0.008s][info ][gc,init] Max Capacity: 12288M
[0.008s][info ][gc,init] Soft Max Capacity: 12288M
[0.008s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.008s][info ][gc,init] Pre-touch: Enabled
[0.008s][info ][gc,init] Available space on backing filesystem: N/A
[0.009s][info ][gc,init] Uncommit: Enabled
[0.009s][info ][gc,init] Uncommit Delay: 300s
[0.009s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.009s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.807s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.095s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.096s][info ][gc,init] Runtime Workers: 12
[1.096s][info ][gc     ] Using The Z Garbage Collector
[1.106s][info ][gc,metaspace] CDS archive(s) not mapped
[1.106s][info ][gc,metaspace] Compressed class space mapped at: 0x000000006c000000-0x00000000ac000000, reserved size: 1073741824
[1.106s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.106s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.106s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.106s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.107s][info ][gc,metaspace] Klass Range:    [0x000000006c000000 - 0x00000000ac000000), (1073741824 bytes)
[1.107s][info ][gc,metaspace] Klass ID Range:  [1811939328 - 2885681145) (1073741817)
[1.107s][info ][gc,metaspace] No protection zone.
[1,141s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,143s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x00007ab287400008) [0x00007ab287400100, 0x00007ab287400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,646s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.NodeSerializerImpl.deserialize (0x00007ab288262b88) [0x00007ab288262c80, 0x00007ab2882630e8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,646s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.KeyValueLeafPage.getDeweyIdAsByteArray (0x00007ab288263108) [0x00007ab288263200, 0x00007ab288263788] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,646s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.HashEntryNode.getKind (0x00007ab288263808) [0x00007ab288263900, 0x00007ab288263c20] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,646s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader.getDataRecord (0x00007ab288263c88) [0x00007ab288263d80, 0x00007ab288264b88] Compiler: c1, Barriers: 6, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,647s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.HashEntryNode.<init> (0x00007ab288264c08) [0x00007ab288264d00, 0x00007ab288265028] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,647s][debug][gc,nmethod     ] Register NMethod: it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap.find (0x00007ab288265088) [0x00007ab288265180, 0x00007ab2882655e8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,647s][debug][gc,nmethod     ] Register NMethod: it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap.put (0x00007ab288265608) [0x00007ab288265700, 0x00007ab288265c68] Compiler: c1, Barriers: 6, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,647s][debug][gc,nmethod     ] Register NMethod: it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap.insert (0x00007ab288265c88) [0x00007ab288265d80, 0x00007ab2882662d8] Compiler: c1, Barriers: 5, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,648s][debug][gc,nmethod     ] Register NMethod: java.io.InputStream.readNBytes (0x00007ab287a86288) [0x00007ab287a86380, 0x00007ab287a88440] Compiler: c1, Barriers: 6, Oops: 1, ImmediateOops: 5, NonImmediateOops: No
[3,649s][debug][gc,nmethod     ] Register NMethod: com.github.benmanes.caffeine.cache.BLCHeader$DrainStatusRef.casDrainStatus (0x00007ab288266308) [0x00007ab288266400, 0x00007ab288267050] Compiler: c1, Barriers: 0, Oops: 6, ImmediateOops: 5, NonImmediateOops: No
[3,649s][debug][gc,nmethod     ] Register NMethod: java.lang.String.getBytes (0x00007ab2a6e70188) [0x00007ab2a6e70280, 0x00007ab2a6e704c8] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[3,650s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.xml.AbstractStructForwardingNode.hasFirstChild (0x00007ab288267088) [0x00007ab288267180, 0x00007ab288267728] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,650s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathSummaryReader.moveTo (0x00007ab288267788) [0x00007ab288267880, 0x00007ab288268570] Compiler: c1, Barriers: 13, Oops: 1, ImmediateOops: 2, NonImmediateOops: No
[3,650s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.Utils.getVarLong (0x00007ab288268588) [0x00007ab288268680, 0x00007ab2882687e0] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,650s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.MemorySegmentBytesIn.readStopBit (0x00007ab288268888) [0x00007ab288268980, 0x00007ab288268bb0] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,650s][debug][gc,nmethod     ] Register NMethod: it.unimi.dsi.fastutil.ints.Int2IntOpenHashMap.getOrDefault (0x00007ab288268c08) [0x00007ab288268d00, 0x00007ab288269270] Compiler: c1, Barriers: 4, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,651s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader.isMostRecentlyReadPathSummaryPage (0x00007ab288269288) [0x00007ab288269380, 0x00007ab288269b18] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,651s][debug][gc,nmethod     ] Register NMethod: java.util.ArrayDeque.pop (0x00007ab288269b88) [0x00007ab288269c80, 0x00007ab288269f10] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,651s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathNode.getRightSibling (0x00007ab2a6e70508) [0x00007ab2a6e70600, 0x00007ab2a6e706e8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,651s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathNode.getParent (0x00007ab2a6e70808) [0x00007ab2a6e70900, 0x00007ab2a6e709e8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,651s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathNode.setParent (0x00007ab2a6e70b08) [0x00007ab2a6e70c00, 0x00007ab2a6e70d30] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,651s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathNode.getURIKey (0x00007ab288269f88) [0x00007ab28826a080, 0x00007ab28826a1e0] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,651s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathNode.getFirstChild (0x00007ab2a6e70e08) [0x00007ab2a6e70f00, 0x00007ab2a6e70fe8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,652s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathNode.getPrefixKey (0x00007ab2a6e71108) [0x00007ab2a6e71200, 0x00007ab2a6e712e0] Compiler: jvmci, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,652s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.pathsummary.AbstractAxis.hasNext (0x00007ab28826a288) [0x00007ab28826a380, 0x00007ab28826aa18] Compiler: c1, Barriers: 2, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,652s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathSummaryReader.assertNotClosed (0x00007ab2a6e71408) [0x00007ab2a6e71500, 0x00007ab2a6e715b8] Compiler: jvmci, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,652s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathNode.setRightSibling (0x00007ab2a6e71708) [0x00007ab2a6e71800, 0x00007ab2a6e71930] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,652s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathNode.getLeftSibling (0x00007ab2a6e71a08) [0x00007ab2a6e71b00, 0x00007ab2a6e71be8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,652s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathNode.setLeftSibling (0x00007ab2a6e71d08) [0x00007ab2a6e71e00, 0x00007ab2a6e71f30] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,652s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathSummaryReader.getStructuralNode (0x00007ab2a6e72008) [0x00007ab2a6e72100, 0x00007ab2a6e721e0] Compiler: jvmci, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,653s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.NodeKind.deserializeNameDelegate (0x00007ab28826aa88) [0x00007ab28826ab80, 0x00007ab28826af78] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,653s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.NodeKind$13.deserialize (0x00007ab28826af88) [0x00007ab28826b080, 0x00007ab28826b5a8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,653s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.NodeKind.deserializeNodeDelegateWithoutIDs (0x00007ab28826b608) [0x00007ab28826b700, 0x00007ab28826bad8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,653s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.delegates.StructNodeDelegate.<init> (0x00007ab28826bb08) [0x00007ab28826bc00, 0x00007ab28826bfc8] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,653s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.NodeKind.deserializeStructDel (0x00007ab28826c008) [0x00007ab28826c100, 0x00007ab28826cde0] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 6, NonImmediateOops: No
[3,653s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.pathsummary.AbstractAxis.next (0x00007ab28826ce08) [0x00007ab28826cf00, 0x00007ab28826d398] Compiler: c1, Barriers: 4, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,653s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathNode.setFirstChild (0x00007ab2a6e72308) [0x00007ab2a6e72400, 0x00007ab2a6e72530] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,653s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.KeyValueLeafPage.processEntries (0x00007ab2a6e72608) [0x00007ab2a6e72700, 0x00007ab2a6e76a00] Compiler: jvmci, Barriers: 86, Oops: 6, ImmediateOops: 10, NonImmediateOops: No
[3,653s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.MemorySegmentBytesIn.read (0x00007ab2a6e76a88) [0x00007ab2a6e76b80, 0x00007ab2a6e76eb0] Compiler: jvmci, Barriers: 4, Oops: 3, ImmediateOops: 0, NonImmediateOops: No
[3,653s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.pathsummary.AbstractAxis.tryToComputeNext (0x00007ab28826d408) [0x00007ab28826d500, 0x00007ab28826d900] Compiler: c1, Barriers: 13, Oops: 1, ImmediateOops: 4, NonImmediateOops: No
[3,654s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.pathsummary.LevelOrderSettingInMemoryInstancesAxis.nextNode (0x00007ab28826d988) [0x00007ab28826da80, 0x00007ab288273d78] Compiler: c1, Barriers: 30, Oops: 1, ImmediateOops: 11, NonImmediateOops: No
[3,655s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathSummaryReader.moveToRightSibling (0x00007ab288273d88) [0x00007ab288273e80, 0x00007ab288275920] Compiler: c1, Barriers: 6, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,655s][debug][gc,nmethod     ] Register NMethod: java.util.HashMap.afterNodeAccess (0x00007ab2a6e76f08) [0x00007ab2a6e77000, 0x00007ab2a6e77080] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,655s][debug][gc,nmethod     ] Register NMethod: io.sirix.index.path.summary.PathSummaryReader.getPathNode (0x00007ab2a6e77208) [0x00007ab2a6e77300, 0x00007ab2a6e77420] Compiler: jvmci, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,657s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,658s][debug][gc,marking     ] GC(1) Y: Using 4 mark stripes
[3,658s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,658s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,659s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,659s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,659s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,659s][debug][gc,marking     ] GC(1) Y: Using 4 mark stripes
[3,659s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.PageUtils.createDelegate (0x00007ab287b6ff88) [0x00007ab287b70080, 0x00007ab287b71180] Compiler: c1, Barriers: 16, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,660s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.PageReference.setDatabaseId (0x00007ab2a6e77508) [0x00007ab2a6e77600, 0x00007ab2a6e77690] Compiler: jvmci, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,660s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.PageReference.setResourceId (0x00007ab2a6e77808) [0x00007ab2a6e77900, 0x00007ab2a6e77990] Compiler: jvmci, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,661s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,661s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,661s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,661s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,662s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,662s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,662s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,662s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,662s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,663s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,663s][debug][gc,nmethod     ] Register NMethod: sun.nio.ch.FileChannelImpl.implRead (0x00007ab2a6e77b08) [0x00007ab2a6e77c00, 0x00007ab2a6e77d58] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[3,663s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,663s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,663s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,663s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,664s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,664s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,664s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,664s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,665s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,665s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,665s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.AbstractAxis.<init> (0x00007ab288275988) [0x00007ab288275a80, 0x00007ab2882764d0] Compiler: c1, Barriers: 9, Oops: 1, ImmediateOops: 2, NonImmediateOops: No
[3,665s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,665s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,666s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,666s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,666s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,666s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,667s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,667s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,667s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.MemorySegmentBytesIn.position (0x00007ab2a6e77e08) [0x00007ab2a6e77f00, 0x00007ab2a6e77fc0] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,667s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,667s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,668s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,668s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,668s][debug][gc,nmethod     ] Register NMethod: io.sirix.cache.PageGuard.page (0x00007ab2a6e78108) [0x00007ab2a6e78200, 0x00007ab2a6e782e8] Compiler: jvmci, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,668s][debug][gc,nmethod     ] Register NMethod: net.jpountz.lz4.LZ4BlockInputStream.read (0x00007ab2a6e78408) [0x00007ab2a6e78500, 0x00007ab2a6e78960] Compiler: jvmci, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,668s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader$PageReferenceToPage.<init> (0x00007ab2a6e78988) [0x00007ab2a6e78a80, 0x00007ab2a6e78bd8] Compiler: jvmci, Barriers: 6, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,668s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.AbstractAxis.tryToComputeNext (0x00007ab288276508) [0x00007ab288276600, 0x00007ab288276d30] Compiler: c1, Barriers: 10, Oops: 1, ImmediateOops: 5, NonImmediateOops: No
[3,669s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.MemorySegmentBytesIn.position (0x00007ab2a6e78c88) [0x00007ab2a6e78d80, 0x00007ab2a6e78e40] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,669s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.filter.xml.XmlNameFilter.filter (0x00007ab288276d88) [0x00007ab288276e80, 0x00007ab2882782c8] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,669s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.xml.XmlNodeReadOnlyTrxImpl.isNameNode (0x00007ab288278308) [0x00007ab288278400, 0x00007ab288278c38] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,669s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,669s][debug][gc,nmethod     ] Register NMethod: it.unimi.dsi.fastutil.longs.LongArrayList.<init> (0x00007ab288278c88) [0x00007ab288278d80, 0x00007ab288279028] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,669s][debug][gc,nmethod     ] Register NMethod: it.unimi.dsi.fastutil.longs.LongArrayList.initArrayFromCapacity (0x00007ab288279088) [0x00007ab288279180, 0x00007ab28827a2c8] Compiler: c1, Barriers: 6, Oops: 3, ImmediateOops: 4, NonImmediateOops: No
[3,669s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader.getMostRecentPage (0x00007ab28827a308) [0x00007ab28827a400, 0x00007ab28827ad18] Compiler: c1, Barriers: 11, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,670s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.node.xml.XmlNodeReadOnlyTrxImpl.getLocalNameKey (0x00007ab28827ad88) [0x00007ab28827ae80, 0x00007ab28827bd48] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,670s][debug][gc,marking     ] GC(1) Y: Using 4 mark stripes
[3,670s][debug][gc,nmethod     ] Register NMethod: io.brackit.query.atomic.QNm.<init> (0x00007ab28827bd88) [0x00007ab28827be80, 0x00007ab28827c2b8] Compiler: c1, Barriers: 9, Oops: 1, ImmediateOops: 4, NonImmediateOops: No
[3,670s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,670s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.DescendantAxis.hasNextNode (0x00007ab28827c308) [0x00007ab28827c400, 0x00007ab28827d368] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,670s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,670s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,670s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.json.JsonNodeSerializer.readSizePrefix (0x00007ab28827d388) [0x00007ab28827d480, 0x00007ab28827d6a0] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,670s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,670s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.xml.ElementNode.<init> (0x00007ab28827d708) [0x00007ab28827d800, 0x00007ab28827db18] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,670s][debug][gc,nmethod     ] Register NMethod: io.sirix.axis.filter.FilterAxis.nextKey (0x00007ab28827db88) [0x00007ab28827dc80, 0x00007ab28827f290] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,670s][debug][gc,marking     ] GC(1) Y: Using 2 mark stripes
[3,671s][debug][gc,nmethod     ] Register NMethod: kotlinx.coroutines.internal.ConcurrentLinkedListNode.getNextOrClosed (0x00007ab28827f308) [0x00007ab28827f400, 0x00007ab28827f898] Compiler: c1, Barriers: 1, Oops: 2, ImmediateOops: 3, NonImmediateOops: No
[3,671s][debug][gc,nmethod     ] Register NMethod: kotlinx.coroutines.internal.ConcurrentLinkedListNode.access$getNextOrClosed (0x00007ab28827f908) [0x00007ab28827fa00, 0x00007ab28827fef0] Compiler: c1, Barriers: 1, Oops: 2, ImmediateOops: 3, NonImmediateOops: No
[3,671s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.xml.TextNode.<init> (0x00007ab28827ff08) [0x00007ab288280000, 0x00007ab288280300] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,671s][debug][gc,nmethod     ] Register NMethod: io.sirix.access.trx.page.NodeStorageEngineReader.getRecordPage (0x00007ab288280388) [0x00007ab288280480, 0x00007ab28828b978] Compiler: c1, Barriers: 96, Oops: 5, ImmediateOops: 16, NonImmediateOops: No
[3,671s][debug][gc,marking     ] GC(1) Y: Using 1 mark stripes
[3,672s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.NodeKind$1.deserialize (0x00007ab28828ba08) [0x00007ab28828bb00, 0x00007ab28828f148] Compiler: c1, Barriers: 28, Oops: 3, ImmediateOops: 7, NonImmediateOops: No
[3,672s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.NodeKind$4.deserialize (0x00007ab28828f188) [0x00007ab28828f280, 0x00007ab288290e38] Compiler: c1, Barriers: 10, Oops: 2, ImmediateOops: 1, NonImmediateOops: No
[3,672s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.MemorySegmentBytesIn.getUnderlying (0x00007ab2a6e78f88) [0x00007ab2a6e79080, 0x00007ab2a6e792c0] Compiler: jvmci, Barriers: 4, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,674s][debug][gc,nmethod     ] Register NMethod: io.sirix.node.xml.ElementNode.hasRightSibling (0x00007ab2a6e79308) [0x00007ab2a6e79400, 0x00007ab2a6e796c8] Compiler: jvmci, Barriers: 4, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,676s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.IndirectPage.getOrCreateReference (0x00007ab288290e88) [0x00007ab288290f80, 0x00007ab288292490] Compiler: c1, Barriers: 8, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,679s][debug][gc,nmethod     ] Register NMethod: sun.nio.ch.IOUtil.read (0x00007ab2a6e79708) [0x00007ab2a6e79800, 0x00007ab2a6e7a8a0] Compiler: jvmci, Barriers: 24, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[3,682s][debug][gc,nmethod     ] Register NMethod: java.nio.HeapByteBuffer.getLong (0x00007ab288292508) [0x00007ab288292600, 0x00007ab2882940c8] Compiler: c1, Barriers: 6, Oops: 1, ImmediateOops: 4, NonImmediateOops: No
[3,685s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.PageUtils.fixupPageReferenceIds (0x00007ab2a6e7a908) [0x00007ab2a6e7aa00, 0x00007ab2a6e7bea0] Compiler: jvmci, Barriers: 29, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[3,685s][debug][gc,nmethod     ] Register NMethod: io.sirix.page.delegates.BitmapReferencesPage.getOrCreateReference (0x00007ab288294108) [0x00007ab288294200, 0x00007ab2882948a8] Compiler: c1, Barriers: 2, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
