[0.005s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.005s][info ][gc,init] Initializing The Z Garbage Collector
[0.005s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.005s][info ][gc,init] NUMA Support: Disabled
[0.005s][info ][gc,init] CPUs: 20 total, 20 available
[0.005s][info ][gc,init] Memory: 31764M
[0.005s][info ][gc,init] Large Page Support: Disabled
[0.006s][info ][gc,init] Address Space Size: unlimited
[0.006s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.006s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.006s][info ][gc,init] Reserved Space Size: 192G
[0.006s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.006s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.006s][info ][gc,init] Min Capacity: 5120M
[0.006s][info ][gc,init] Initial Capacity: 5120M
[0.006s][info ][gc,init] Max Capacity: 12288M
[0.006s][info ][gc,init] Soft Max Capacity: 12288M
[0.006s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.006s][info ][gc,init] Pre-touch: Enabled
[0.006s][info ][gc,init] Available space on backing filesystem: N/A
[0.006s][info ][gc,init] Uncommit: Enabled
[0.006s][info ][gc,init] Uncommit Delay: 300s
[0.006s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.007s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.837s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.129s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.130s][info ][gc,init] Runtime Workers: 12
[1.130s][info ][gc     ] Using The Z Garbage Collector
[1.130s][info ][gc,metaspace] CDS archive(s) not mapped
[1.130s][info ][gc,metaspace] Compressed class space mapped at: 0x00000000b3000000-0x00000000f3000000, reserved size: 1073741824
[1.130s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.130s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.130s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.130s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.130s][info ][gc,metaspace] Klass Range:    [0x00000000b3000000 - 0x00000000f3000000), (1073741824 bytes)
[1.130s][info ][gc,metaspace] Klass ID Range:  [3003121664 - 4076863481) (1073741817)
[1.130s][info ][gc,metaspace] No protection zone.
[1,145s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,146s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x000072e47f400008) [0x000072e47f400100, 0x000072e47f400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.lang.CharacterData.of (0x000072e47f4e5d08) [0x000072e47f4e5e00, 0x000072e47f4e6540] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.util.zip.ZipUtils.get16 (0x000072e47f44dc08) [0x000072e47f44dd00, 0x000072e47f44e100] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: jdk.internal.misc.Unsafe.getIntUnaligned (0x000072e47f455d08) [0x000072e47f455e00, 0x000072e47f456048] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.math.BigInteger.addOne (0x000072e47f749908) [0x000072e47f749a00, 0x000072e47f749d18] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: sun.reflect.annotation.AnnotationInvocationHandler.memberValueHashCode (0x000072e47f7da908) [0x000072e47f7daa00, 0x000072e47f7dcc00] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.lang.String.indexOf (0x000072e47f51bc08) [0x000072e47f51bd00, 0x000072e47f51c800] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.lang.Integer.rotateLeft (0x000072e47f577b88) [0x000072e47f577c80, 0x000072e47f577d70] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.util.zip.ZipUtils.CENHOW (0x000072e47f46e488) [0x000072e47f46e580, 0x000072e47f46e690] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.util.zip.ZipFile$Source.isMetaName (0x000072e47f526988) [0x000072e47f526a80, 0x000072e47f526ee0] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: jdk.internal.util.ArraysSupport.hashCodeOfUnsigned (0x000072e47f407788) [0x000072e47f407880, 0x000072e47f407af8] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: jdk.internal.loader.URLClassPath$JarLoader.getResource (0x000072e49ec41308) [0x000072e49ec41400, 0x000072e49ec42b28] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.lang.CharacterDataLatin1.equalsIgnoreCase (0x000072e47f4c2608) [0x000072e47f4c2700, 0x000072e47f4c2998] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.util.HashMap.putVal (0x000072e47f481808) [0x000072e47f481900, 0x000072e47f483c90] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.util.concurrent.ConcurrentHashMap.casTabAt (0x000072e47f443a08) [0x000072e47f443b00, 0x000072e47f443c70] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.util.BitSet.wordIndex (0x000072e47f5a8208) [0x000072e47f5a8300, 0x000072e47f5a83e8] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: jdk.internal.misc.Unsafe.allocateUninitializedArray0 (0x000072e47f424588) [0x000072e47f424680, 0x000072e47f424ea0] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.util.zip.ZipUtils.get32 (0x000072e47f456088) [0x000072e47f456180, 0x000072e47f456588] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.util.LinkedHashMap$LinkedHashIterator.hasNext (0x000072e47f6e7c08) [0x000072e47f6e7d00, 0x000072e47f6e7e80] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: sun.util.locale.BaseLocale.hashCode (0x000072e47f62d608) [0x000072e47f62d700, 0x000072e47f631588] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.util.HashMap.resize (0x000072e49ebf6088) [0x000072e49ebf61a0, 0x000072e49ebf6ce0] 
[1,776s][debug][gc,nmethod     ] GC(0) O: Purge NMethod: java.lang.StringLatin1.indexOfChar (0x000072e47f40ee08) [0x000072e47f40ef00, 0x000072e47f40f100] 
[1,776s][debug][gc,phases      ] GC(0) O: Concurrent Classes Purge 2,158ms
[1,776s][debug][gc,phases,start] GC(0) O: Concurrent References Enqueue
[1,776s][debug][gc,phases      ] GC(0) O: Concurrent References Enqueue 0,008ms
[1,776s][info ][gc,phases      ] GC(0) O: Concurrent Process Non-Strong 8,669ms
[1,776s][debug][gc,phases,start] GC(0) O: Concurrent Reset Relocation Set
[1,776s][info ][gc,phases      ] GC(0) O: Concurrent Reset Relocation Set 0,007ms
[1,776s][debug][gc,phases,start] GC(0) O: Concurrent Select Relocation Set
[1,776s][debug][gc,reloc       ] GC(0) O: Relocation Set (Medium Pages): 0->0, 0 skipped, 0 forwarding entries
[1,776s][debug][gc,reloc       ] GC(0) O: Relocation Set (Small Pages): 0->0, 0 skipped, 0 forwarding entries
[1,776s][debug][gc,task        ] GC(0) O: Executing ZRelocationSetInstallTask using ZWorkerOld with 1 workers
[1,776s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[1,776s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[1,776s][info ][gc,phases      ] GC(0) O: Concurrent Select Relocation Set 0,136ms
[1,776s][debug][gc,phases,start] GC(0) O: Concurrent Remap Roots
[1,776s][info ][gc,task        ] GC(0) O: Using 2 Workers for Old Generation
[1,777s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[1,777s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[1,777s][debug][gc,task        ] GC(0) O: Executing ZRemapYoungRootsTask using ZWorkerOld with 2 workers
[1,778s][info ][gc,task        ] GC(0) O: Using 1 Workers for Old Generation
[1,778s][info ][gc,phases      ] GC(0) O: Concurrent Remap Roots 1,413ms
[1,778s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[1,778s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[1,778s][debug][gc,phases,start] GC(0) O: Pause Relocate Start
[1,778s][debug][gc,reloc       ] GC(0) O: Joining workers: 1
[1,778s][info ][gc,phases      ] GC(0) O: Pause Relocate Start 0,029ms
[1,778s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 1 _nsynchronized: 0
[1,778s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[1,778s][debug][gc,phases,start] GC(0) O: Concurrent Relocate
[1,778s][debug][gc,task        ] GC(0) O: Executing ZRelocateStoreBufferInstallBasePointersTask using ZWorkerOld with 1 workers
[1,778s][debug][gc             ] JNI Critical Stall (Test worker) 0,113ms
[1,778s][debug][gc,task        ] GC(0) O: Executing ZRelocateTask using ZWorkerOld with 1 workers
[1,778s][debug][gc,reloc       ] GC(0) O: Leaving workers: left: 0 _synchronize: 0 _nsynchronized: 0
[1,778s][info ][gc,phases      ] GC(0) O: Concurrent Relocate 0,078ms
[1,778s][debug][gc,heap        ] GC(0) O: Heap After GC invocations=1 (full 1):
[1,778s][debug][gc,heap        ] GC(0) O:  ZHeap           used 52M, capacity 5120M, max capacity 12288M
[1,778s][debug][gc,heap        ] GC(0) O:   Cache          5068M (3)
[1,778s][debug][gc,heap        ] GC(0) O:    size classes  8M (1), 32M (1), 4G (1)
[1,778s][debug][gc,metaspace   ] GC(0) O: Metaspace After GC invocations=1 (full 1):
[1,778s][debug][gc,metaspace   ] GC(0) O:  Metaspace       used 22956K, committed 23232K, reserved 1114112K
[1,778s][debug][gc,metaspace   ] GC(0) O:   class space    used 1857K, committed 1984K, reserved 1048576K
[1,778s][info ][gc,alloc       ] GC(0) O:                         Mark Start        Mark End      Relocate Start    Relocate End   
[1,778s][info ][gc,alloc       ] GC(0) O: Allocation Stalls:          0                0                0                0         
[1,778s][info ][gc,load        ] GC(0) O: Load: 5,40 (27%) / 3,86 (19%) / 2,97 (15%)
[1,778s][info ][gc,mmu         ] GC(0) O: MMU: 2ms/95,9%, 5ms/98,4%, 10ms/99,2%, 20ms/99,3%, 50ms/99,6%, 100ms/99,8%
[1,778s][info ][gc,marking     ] GC(0) O: Mark: 1 stripe(s), 1 proactive flush(es), 1 terminate flush(es), 0 completion(s), 0 continuation(s) 
[1,778s][info ][gc,nmethod     ] GC(0) O: NMethods: 2047 registered, 228 unregistered
[1,778s][info ][gc,metaspace   ] GC(0) O: Metaspace: 22M used, 22M committed, 1088M reserved
[1,778s][info ][gc,ref         ] GC(0) O:                       Encountered   Discovered     Enqueued 
[1,778s][info ][gc,ref         ] GC(0) O: Soft References:             2764            0            0 
[1,778s][info ][gc,ref         ] GC(0) O: Weak References:             1726            0            0 
[1,778s][info ][gc,ref         ] GC(0) O: Final References:               0            0            0 
[1,778s][info ][gc,ref         ] GC(0) O: Phantom References:           394            0            0 
[1,778s][info ][gc,heap        ] GC(0) O: Min Capacity: 5120M(42%)
[1,778s][info ][gc,heap        ] GC(0) O: Max Capacity: 12288M(100%)
[1,778s][info ][gc,heap        ] GC(0) O: Soft Max Capacity: 12288M(100%)
[1,778s][info ][gc,heap        ] GC(0) O: Heap Statistics:
[1,778s][info ][gc,heap        ] GC(0) O:                Mark Start          Mark End        Relocate Start      Relocate End           High               Low         
[1,778s][info ][gc,heap        ] GC(0) O:  Capacity:     5120M (42%)        5120M (42%)        5120M (42%)        5120M (42%)        5120M (42%)        5120M (42%)    
[1,778s][info ][gc,heap        ] GC(0) O:      Free:    12184M (99%)       12238M (100%)      12236M (100%)      12236M (100%)      12238M (100%)      12176M (99%)    
[1,778s][info ][gc,heap        ] GC(0) O:      Used:      104M (1%)           50M (0%)           52M (0%)           52M (0%)          112M (1%)           50M (0%)     
[1,778s][info ][gc,heap        ] GC(0) O: Old Generation Statistics:
[1,778s][info ][gc,heap        ] GC(0) O:                Mark Start          Mark End        Relocate Start      Relocate End    
[1,778s][info ][gc,heap        ] GC(0) O:      Used:        0M (0%)            0M (0%)            0M (0%)            0M (0%)     
[1,778s][info ][gc,heap        ] GC(0) O:      Live:         -                 0M (0%)            0M (0%)            0M (0%)     
[1,778s][info ][gc,heap        ] GC(0) O:   Garbage:         -                 0M (0%)            0M (0%)            0M (0%)     
[1,778s][info ][gc,heap        ] GC(0) O: Allocated:         -                 0M (0%)            0M (0%)            0M (0%)     
[1,778s][info ][gc,heap        ] GC(0) O: Reclaimed:         -                  -                 0M (0%)            0M (0%)     
[1,778s][info ][gc,heap        ] GC(0) O: Compacted:         -                  -                  -                 0M (0%)     
[1,778s][info ][gc,phases      ] GC(0) O: Old Generation 50M(0%)->52M(0%) 0,011s
[1,778s][info ][gc             ] GC(0) Major Collection (Metadata GC Threshold) 104M(1%)->52M(0%) 0,033s
[1,780s][debug][gc,director    ] Rule Major: Warmup 10%, Used: 52MB, UsedThreshold: 1228MB
[1,780s][debug][gc,nmethod     ] Register NMethod: ch.qos.logback.core.joran.spi.ElementPath.size (0x000072e47f405488) [0x000072e47f405580, 0x000072e47f4056e0] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[1,780s][debug][gc,nmethod     ] Register NMethod: ch.qos.logback.core.joran.spi.ElementPath.get (0x000072e47f400008) [0x000072e47f400100, 0x000072e47f400640] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[1,781s][debug][gc,nmethod     ] Register NMethod: java.lang.Class$ReflectionData.<init> (0x000072e47f409088) [0x000072e47f409180, 0x000072e47f4092e0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,781s][debug][gc,nmethod     ] Register NMethod: java.lang.Class$Atomic.casReflectionData (0x000072e47f422788) [0x000072e47f422880, 0x000072e47f4229e0] Compiler: c1, Barriers: 5, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,783s][debug][gc,nmethod     ] Register NMethod: java.lang.String.indexOf (0x000072e49ebe7a88) [0x000072e49ebe7b80, 0x000072e49ebe7cd8] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,783s][debug][gc,nmethod     ] Register NMethod: java.lang.ref.SoftReference.get (0x000072e47f42a508) [0x000072e47f42a600, 0x000072e47f42a7c0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,786s][debug][gc,nmethod     ] Register NMethod: jdk.internal.loader.URLClassPath$JarLoader$1.getCodeSourceURL (0x000072e49ebf2a08) [0x000072e49ebf2b00, 0x000072e49ebf2c08] Compiler: jvmci, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,788s][debug][gc,nmethod     ] Register NMethod: java.lang.String.<init> (0x000072e47f412608) [0x000072e47f412700, 0x000072e47f4132c0] Compiler: c1, Barriers: 10, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,789s][debug][gc,nmethod     ] Register NMethod: java.util.ArrayList.get (0x000072e49ebfa508) [0x000072e49ebfa600, 0x000072e49ebfa768] Compiler: jvmci, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,789s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.DirectMethodHandle$Constructor.viewAsType (0x000072e47f479188) [0x000072e47f479280, 0x000072e47f479520] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,790s][debug][gc,nmethod     ] Register NMethod: java.lang.String.startsWith (0x000072e49ec11f88) [0x000072e49ec12080, 0x000072e49ec12380] Compiler: jvmci, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,790s][debug][gc,director    ] Rule Major: Warmup 10%, Used: 52MB, UsedThreshold: 1228MB
[1,791s][debug][gc,nmethod     ] Register NMethod: java.lang.String.regionMatches (0x000072e47f4c5688) [0x000072e47f4c5780, 0x000072e47f4c6b78] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,791s][debug][gc,nmethod     ] Register NMethod: java.util.Calendar.internalSet (0x000072e47f43a108) [0x000072e47f43a200, 0x000072e47f43a358] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,791s][debug][gc,nmethod     ] Register NMethod: java.lang.StringBuilder.length (0x000072e49ec00288) [0x000072e49ec00380, 0x000072e49ec00408] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,793s][debug][gc,nmethod     ] Register NMethod: jdk.internal.util.ArraysSupport.mismatch (0x000072e49ec2b188) [0x000072e49ec2b280, 0x000072e49ec2b518] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,793s][debug][gc,nmethod     ] Register NMethod: org.gradle.internal.io.StreamByteBuffer.access$000 (0x000072e49ec1be08) [0x000072e49ec1bf00, 0x000072e49ec1bfd0] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[1,793s][debug][gc,nmethod     ] Register NMethod: org.gradle.internal.io.StreamByteBuffer$StreamByteBufferChunk.spaceLeft (0x000072e47f443a08) [0x000072e47f443b00, 0x000072e47f443c08] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[1,793s][debug][gc,nmethod     ] Register NMethod: org.gradle.internal.io.LineBufferingOutputStream.endsWithLineSeparator (0x000072e47f444688) [0x000072e47f444780, 0x000072e47f444908] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[1,793s][debug][gc,nmethod     ] Register NMethod: org.gradle.internal.io.StreamByteBuffer$StreamByteBufferOutputStream.write (0x000072e47f46ea88) [0x000072e47f46eb80, 0x000072e47f46edd0] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[1,793s][debug][gc,nmethod     ] Register NMethod: java.util.AbstractMap$SimpleImmutableEntry.getKey (0x000072e49ec78188) [0x000072e49ec78280, 0x000072e49ec78368] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,793s][debug][gc,nmethod     ] Register NMethod: org.gradle.internal.io.StreamByteBuffer$StreamByteBufferChunk.write (0x000072e47f445d08) [0x000072e47f445e00, 0x000072e47f445fc8] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[1,793s][debug][gc,nmethod     ] Register NMethod: java.nio.ByteBuffer.limit (0x000072e47f448888) [0x000072e47f448980, 0x000072e47f448ac8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,793s][debug][gc,nmethod     ] Register NMethod: org.gradle.internal.io.StreamByteBuffer.allocateSpace (0x000072e47f455d08) [0x000072e47f455e00, 0x000072e47f4565d8] Compiler: c1, Barriers: 9, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[1,793s][debug][gc,nmethod     ] Register NMethod: java.lang.Long.longValue (0x000072e49ebe8388) [0x000072e49ebe8480, 0x000072e49ebe8540] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,794s][debug][gc,nmethod     ] Register NMethod: org.gradle.internal.io.LineBufferingOutputStream.write (0x000072e47f44b988) [0x000072e47f44ba80, 0x000072e47f44d268] Compiler: c1, Barriers: 4, Oops: 1, ImmediateOops: 2, NonImmediateOops: No
[1,794s][debug][gc,nmethod     ] Register NMethod: java.util.ArrayDeque.isEmpty (0x000072e47f477b88) [0x000072e47f477c80, 0x000072e47f477dd0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,794s][debug][gc,nmethod     ] Register NMethod: java.nio.ByteBuffer.position (0x000072e47f40b988) [0x000072e47f40ba80, 0x000072e47f40bd80] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,794s][debug][gc,nmethod     ] Register NMethod: java.nio.Buffer.<init> (0x000072e47f5e2b88) [0x000072e47f5e2c80, 0x000072e47f5e4678] Compiler: c1, Barriers: 3, Oops: 3, ImmediateOops: 4, NonImmediateOops: No
[1,794s][debug][gc,nmethod     ] Register NMethod: org.gradle.internal.io.StreamByteBuffer$StreamByteBufferChunk.spaceLeft (0x000072e49ebe8088) [0x000072e49ebe8180, 0x000072e49ebe8208] Compiler: jvmci, Barriers: 0, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[1,795s][debug][gc,nmethod     ] Register NMethod: java.lang.Character.hashCode (0x000072e47f47af08) [0x000072e47f47b000, 0x000072e47f47b158] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,795s][debug][gc,nmethod     ] Register NMethod: java.lang.Character.hashCode (0x000072e47f486588) [0x000072e47f486680, 0x000072e47f486760] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,795s][debug][gc,nmethod     ] Register NMethod: java.lang.Character.valueOf (0x000072e47f5b7208) [0x000072e47f5b7300, 0x000072e47f5b75a0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,795s][debug][gc,nmethod     ] Register NMethod: java.util.StringJoiner.checkAddLength (0x000072e47f418508) [0x000072e47f418600, 0x000072e47f4191c0] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,795s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.Invokers$Holder.linkToTargetMethod (0x000072e47f40ac08) [0x000072e47f40ad00, 0x000072e47f40b1f8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,795s][debug][gc,nmethod     ] Register NMethod: org.junit.platform.engine.UniqueIdFormat$$Lambda/0x00000000b319b640.<init> (0x000072e47f48a808) [0x000072e47f48a900, 0x000072e47f48aad8] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 0, NonImmediateOops: No
[1,796s][debug][gc,nmethod     ] Register NMethod: jdk.internal.loader.URLClassPath.getResource (0x000072e49ec80788) [0x000072e49ec80880, 0x000072e49ec84af0] Compiler: jvmci, Barriers: 73, Oops: 3, ImmediateOops: 11, NonImmediateOops: No
[1,796s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.LambdaForm$DMH/0x00000000b3198c00.newInvokeSpecial (0x000072e47f432688) [0x000072e47f432780, 0x000072e47f433000] Compiler: c1, Barriers: 2, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[1,796s][debug][gc,nmethod     ] Register NMethod: java.lang.StringLatin1.canEncode (0x000072e47f4c0408) [0x000072e47f4c0500, 0x000072e47f4c0630] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,796s][debug][gc,nmethod     ] Register NMethod: org.junit.platform.engine.UniqueIdFormat.checkDoesNotContain (0x000072e47f4bf008) [0x000072e47f4bf100, 0x000072e47f4bfea8] Compiler: c1, Barriers: 3, Oops: 3, ImmediateOops: 2, NonImmediateOops: No
[1,796s][debug][gc,nmethod     ] Register NMethod: java.util.ArrayList$ArrayListSpliterator.forEachRemaining (0x000072e47f543d88) [0x000072e47f543e80, 0x000072e47f5445d8] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,797s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec67288) [0x000072e49ec67380, 0x000072e49ec67470] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,797s][debug][gc,nmethod     ] Register NMethod: sun.invoke.util.Wrapper.basicTypeChar (0x000072e49ec66f88) [0x000072e49ec67080, 0x000072e49ec67148] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,798s][debug][gc,nmethod     ] Register NMethod: jdk.internal.constant.PrimitiveClassDescImpl.isPrimitive (0x000072e49ec66c08) [0x000072e49ec66d00, 0x000072e49ec66dc0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,799s][debug][gc,nmethod     ] Register NMethod: java.lang.StringUTF16.compress (0x000072e49ec38108) [0x000072e49ec382c0, 0x000072e49ec38718] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,799s][debug][gc,nmethod     ] Register NMethod: java.util.Objects.equals (0x000072e49ebf6708) [0x000072e49ebf6800, 0x000072e49ebf6cb0] Compiler: jvmci, Barriers: 8, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,800s][debug][gc,director    ] Rule Major: Warmup 10%, Used: 58MB, UsedThreshold: 1228MB
[1,801s][debug][gc,nmethod     ] Register NMethod: java.util.Arrays.fill (0x000072e49ec37d08) [0x000072e49ec37e00, 0x000072e49ec38098] Compiler: jvmci, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,803s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ebf6408) [0x000072e49ebf6500, 0x000072e49ebf65f0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,804s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ebf6088) [0x000072e49ebf6180, 0x000072e49ebf6270] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,804s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x000072e49ec33d08) [0x000072e49ec33e00, 0x000072e49ec33ef0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,805s][debug][gc,nmethod     ] Register NMethod: java.nio.ByteOrder.nativeOrder (0x000072e47f4d7308) [0x000072e47f4d7400, 0x000072e47f4d74e8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,805s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec33a08) [0x000072e49ec33b00, 0x000072e49ec33bf8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,805s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x000072e49ec33608) [0x000072e49ec33700, 0x000072e49ec33998] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,805s][debug][gc,nmethod     ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator$Frame.setLocalRawInternal (0x000072e47f626888) [0x000072e47f626980, 0x000072e47f627290] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,805s][debug][gc,nmethod     ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x000072e49ec33308) [0x000072e49ec33400, 0x000072e49ec334f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
